Ticker,Industry,Date,Shares,OfferPrice,FirstDayClose,CurrentPrice,Return,DaysSincePublic
GELS,Health Care,29/10/2024,1.3,400,294,294,-26.5,693
TZUP,Technology,29/10/2024,1.4,500,525,525,5.0,693
SEPN,Health Care,25/10/2024,16.0,1800,2140,2140,18.88888888888889,697
WRD,Technology,25/10/2024,7.7,1550,1655,1655,6.774193548387098,697
BEAGU,Blank Check,24/10/2024,25.0,1000,1000,1000,0.0,698
INGM,Technology,24/10/2024,18.6,2200,2460,2460,11.818181818181818,698
FGL,Other,23/10/2024,1.2,400,316,316,-21.0,699
ROLR,Consumer Services,23/10/2024,1.3,800,779,779,-2.625,699
LBGJ,Industrials,23/10/2024,1.5,400,410,410,2.5,699
SAG,Industrials,23/10/2024,0.9,800,636,636,-20.5,699
SNYR,Consumer Goods,23/10/2024,1.2,900,900,900,0.0,699
HUHU,Industrials,22/10/2024,1.1,400,0,0,-100.0,700
ORIS,Consumer Goods,17/10/2024,1.8,400,600,600,50.0,705
SPHL,Other,17/10/2024,1.5,400,425,425,6.25,705
PTLE,Oil & Gas,16/10/2024,1.3,400,407,407,1.7500000000000002,706
SFHG,Consumer Goods,15/10/2024,2.0,400,530,530,32.5,707
CAMP,Health Care,11/10/2024,6.8,1100,1072,1072,-2.5454545454545454,711
CBLL,Health Care,11/10/2024,10.6,1700,2500,2500,47.05882352941176,711
STFS,Consumer Services,11/10/2024,2.2,400,326,326,-18.5,711
UPB,Health Care,11/10/2024,15.0,1700,2200,2200,29.411764705882355,711
CLIK,Other,9/10/2024,1.4,400,264,264,-34.0,713
KLC,Consumer Services,9/10/2024,24.0,2400,2613,2613,8.875,713
SKK,Other,8/10/2024,2.5,400,605,393,-1.7500000000000002,714
FLX,Other,4/10/2024,4.0,1650,1801,1801,9.151515151515152,718
CBNA,Financials,4/10/2024,1.9,2200,2120,2120,-3.6363636363636362,718
FVR,Financials,2/10/2024,13.2,1900,1872,1872,-1.4736842105263157,720
SARO,Other,2/10/2024,60.0,2400,3275,3275,36.45833333333333,720
WCT,Technology,2/10/2024,2.0,400,0,0,-100.0,720
HTLM,Consumer Goods,1/10/2024,1.3,400,402,402,0.5,721
ZJK,Industrials,30/9/2024,1.3,500,500,500,0.0,722
BIOA,Health Care,26/9/2024,11.0,1800,1831,1831,1.7222222222222223,726
BKV,Oil & Gas,26/9/2024,15.0,1800,1810,1810,0.5555555555555556,726
GRDN,Health Care,26/9/2024,8.0,1400,0,0,-100.0,726
IBG,Industrials,26/9/2024,1.4,400,292,76,-81.0,726
LGCY,Consumer Services,26/9/2024,2.5,400,402,402,0.5,726
PC,Consumer Services,25/9/2024,2.0,475,372,372,-21.684210526315788,727
GLE,Technology,20/9/2024,2.0,400,418,454,13.5,732
HCWC,Consumer Goods,16/9/2024,0.4,1000,524,262,-73.8,736
IBO,Health Care,16/9/2024,1.5,300,268,268,-10.666666666666668,736
KAPA,Health Care,16/9/2024,1.6,400,260,260,-35.0,736
BCAX,Health Care,13/9/2024,17.5,1800,2341,2573,42.94444444444444,739
MBX,Health Care,13/9/2024,10.2,1600,2365,2100,31.25,739
ZBIO,Health Care,13/9/2024,13.2,1700,1815,1790,5.294117647058823,739
GLXG,Other,12/9/2024,1.8,400,445,606,51.5,740
TDTH,Technology,10/9/2024,1.8,500,383,383,-23.400000000000002,742
XCH,Industrials,10/9/2024,3.3,620,736,1837,196.29032258064515,742
PTHL,Health Care,5/9/2024,2.3,400,378,432,8.0,747
PMAX,Other,5/9/2024,1.4,400,400,376,-6.0,747
AZI,Consumer Services,28/8/2024,2.5,400,262,300,-25.0,755
SPAI,Other,28/8/2024,1.0,500,427,425,-15.0,755
JBDI,Industrials,27/8/2024,2.3,500,1012,189,-62.2,756
RITR,Other,23/8/2024,2.1,400,415,410,2.5,760
WOK,Health Care,23/8/2024,2.0,400,360,436,9.0,760
YXT,Technology,16/8/2024,2.3,1100,1002,1002,-8.90909090909091,767
ACTU,Health Care,13/8/2024,2.8,800,861,800,0.0,770
CEP,Blank Check,13/8/2024,10.0,1000,1001,1000,0.0,770
OSTX,Health Care,1/8/2024,1.6,400,251,251,-37.25,782
NIPG,Consumer Services,26/7/2024,2.3,900,902,721,-19.88888888888889,788
CON,Health Care,25/7/2024,22.5,2350,2248,2334,-0.6808510638297872,789
LTM,Other,25/7/2024,19.0,2400,2470,2602,8.416666666666666,789
LINE,Financials,25/7/2024,56.9,7800,8078,8247,5.730769230769231,789
ORKT,Technology,25/7/2024,2.8,475,570,459,-3.3684210526315788,789
BLMZ,Technology,24/7/2024,1.3,430,245,326,-24.186046511627907,790
OS,Technology,24/7/2024,24.5,2000,2685,3072,53.6,790
ZDAI,Basic Materials,23/7/2024,1.5,400,422,73,-81.75,791
ARTV,Health Care,19/7/2024,13.9,1200,1200,1190,-0.8333333333333334,795
QMMM,Consumer Services,19/7/2024,2.2,400,407,563,40.75,795
ARDT,Health Care,18/7/2024,12.0,1600,1606,1708,6.75,796
TWFG,Financials,18/7/2024,11.0,1700,2201,2778,63.411764705882355,796
ICON,Other,12/7/2024,1.3,400,370,370,-7.5,802
TLN,Utilities,10/7/2024,36.8,12100,12750,17102,41.33884297520661,804
EHGO,Other,2/7/2024,1.3,400,326,261,-34.75,812
ALMS,Health Care,28/6/2024,13.1,1600,1330,1165,-27.187499999999996,816
LSH,Other,28/6/2024,1.5,450,401,239,-46.88888888888889,816
LB,Other,28/6/2024,14.5,1700,2315,3784,122.58823529411764,816
TBN,Oil & Gas,27/6/2024,3.1,2400,2175,1980,-17.5,817
WBTN,Technology,27/6/2024,15.0,2100,2300,1051,-49.952380952380956,817
RECT,Industrials,21/6/2024,2.0,400,390,317,-20.75,823
TEM,Technology,14/6/2024,11.1,3700,4025,2850,-22.972972972972975,830
PCSC,Blank Check,12/6/2024,7.5,1000,1005,1004,0.4,832
RAPP,Health Care,7/6/2024,8.0,1700,2080,1901,11.823529411764707,837
WAY,Technology,7/6/2024,45.0,2150,2070,2685,24.88372093023256,837
FLYE,Industrials,6/6/2024,2.3,400,478,59,-85.25,838
GAUZ,Technology,6/6/2024,4.4,1700,1645,900,-47.05882352941176,838
LIF,Technology,6/6/2024,5.8,2700,2700,3390,25.555555555555554,838
BOW,Financials,23/5/2024,7.5,1700,2380,2889,69.94117647058825,852
HDL,Consumer Services,17/5/2024,2.7,1956,2229,1435,-26.6359918200409,858
JDZG,Consumer Services,15/5/2024,2.0,400,407,59,-85.25,860
RAY,Consumer Goods,15/5/2024,1.5,400,423,374,-6.5,860
BTOC,Other,14/5/2024,1.6,500,462,401,-19.8,861
ZK,Industrials,10/5/2024,21.0,2100,2826,1352,-35.61904761904762,865
PAL,Other,9/5/2024,14.3,1500,1475,1725,15.0,866
SVCO,Technology,9/5/2024,6.0,1900,1980,1501,-21.0,866
NNE,Utilities,8/5/2024,2.6,400,519,1096,174.0,867
SOWG,Consumer Goods,2/5/2024,1.2,1000,975,1151,15.1,873
VIK,Consumer Services,1/5/2024,64.0,2400,2699,3357,39.875,874
ZONE,Industrials,26/4/2024,1.3,400,350,305,-23.75,879
LOAR,Industrials,25/4/2024,11.0,2800,4880,7365,163.03571428571428,880
MRX,Financials,25/4/2024,15.4,1900,1899,2381,25.31578947368421,880
RBRK,Technology,25/4/2024,23.5,3200,3700,3154,-1.4375,880
NCI,Industrials,23/4/2024,2.3,400,950,79,-80.25,882
MFI,Financials,22/4/2024,1.7,450,1229,106,-76.44444444444444,883
YYGH,Technology,22/4/2024,1.1,400,290,127,-68.25,883
TRSG,Industrials,19/4/2024,1.3,400,595,261,-34.75,886
CDTG,Utilities,18/4/2024,1.5,400,330,339,-15.25,887
CTRI,Utilities,18/4/2024,12.4,2100,2313,1660,-20.952380952380953,887
IBTA,Consumer Goods,18/4/2024,6.6,8800,10325,6129,-30.352272727272727,887
MTEN,Industrials,18/4/2024,1.3,400,350,455,13.750000000000002,887
SERV,Consumer Services,18/4/2024,10.0,400,311,260,-35.0,887
JUNE,Consumer Services,17/4/2024,2.0,400,406,489,22.25,888
TWG,Consumer Goods,16/4/2024,2.0,400,194,105,-73.75,889
ULS,Industrials,12/4/2024,33.8,2800,3494,4877,74.17857142857143,893
PACS,Health Care,11/4/2024,21.4,2100,2300,4080,94.28571428571428,894
MNDR,Health Care,10/4/2024,2.3,400,670,181,-54.75,895
CTNM,Health Care,5/4/2024,6.9,1600,1540,1470,-8.125,900
MAMO,Industrials,2/4/2024,1.3,450,301,366,-18.666666666666668,903
ZBAO,Financials,2/4/2024,1.5,400,370,371,-7.249999999999999,903
MMA,Consumer Services,28/3/2024,1.3,500,418,409,-18.2,908
BOLD,Health Care,28/3/2024,6.3,1600,1463,960,-40.0,908
UBXG,Technology,28/3/2024,2.0,500,410,410,-18.0,908
AUNA,Health Care,22/3/2024,30.0,1200,960,831,-30.75,914
LOBO,Industrials,21/3/2024,1.4,400,347,159,-60.25,915
RDDT,Technology,21/3/2024,22.0,3400,5044,6366,87.23529411764706,915
ALAB,Technology,20/3/2024,19.8,3600,6203,4644,28.999999999999996,916
INTJ,Consumer Services,20/3/2024,1.9,400,330,113,-71.75,916
RYDE,Technology,6/3/2024,3.0,400,400,149,-62.74999999999999,930
LGCL,Technology,5/3/2024,1.5,400,361,254,-36.5,931
SMXT,Consumer Goods,27/2/2024,4.5,400,800,90,-77.5,938
WETH,Technology,21/2/2024,2.2,500,305,208,-58.4,944
CHRO,Health Care,16/2/2024,1.1,600,480,136,-77.33333333333333,949
UMAC,Technology,14/2/2024,1.3,400,303,185,-53.75,951
TBBB,Consumer Goods,9/2/2024,33.7,1750,1905,3047,74.11428571428571,956
HLXB,Blank Check,9/2/2024,16.0,1000,1019,1035,3.5000000000000004,956
MGX,Health Care,9/2/2024,6.3,1500,1031,297,-80.2,956
TELO,Health Care,9/2/2024,1.0,700,500,623,-11.0,956
KYTX,Health Care,8/2/2024,14.5,2200,3000,1323,-39.86363636363636,957
PMNT,Industrials,8/2/2024,1.3,600,520,262,-56.333333333333336,957
AHR,Financials,7/2/2024,56.0,1200,1322,2453,104.41666666666667,958
ANRO,Health Care,2/2/2024,8.4,1600,2070,1228,-23.25,963
GUTS,Health Care,2/2/2024,7.3,1500,1285,657,-56.2,963
AS,Industrials,1/2/2024,105.0,1300,1340,1485,14.23076923076923,964
FBLG,Health Care,31/1/2024,4.8,3000,2910,1199,-60.03333333333334,965
AVBP,Health Care,26/1/2024,9.7,1800,2000,2359,31.055555555555554,970
BTSG,Consumer Services,26/1/2024,53.3,1300,1100,1128,-13.230769230769232,970
HAO,Consumer Services,26/1/2024,2.4,400,528,286,-28.499999999999996,970
CGON,Health Care,25/1/2024,20.0,1900,3717,3706,95.05263157894737,971
YIBO,Technology,25/1/2024,1.3,400,279,272,-32.0,971
JL,Industrials,24/1/2024,1.4,500,744,62,-87.6,972
SUGP,Other,24/1/2024,1.3,400,400,243,-39.25,972
KSPI,Technology,19/1/2024,11.3,9200,9597,11901,29.35869565217391,977
CCTG,Technology,18/1/2024,1.4,400,770,288,-28.000000000000004,978
PSBD,Financials,18/1/2024,5.5,1645,1619,1640,-0.303951367781155,978
SYNX,Industrials,12/1/2024,1.3,400,361,274,-31.5,984
SDHC,Consumer Services,11/1/2024,7.7,2100,2400,3776,79.80952380952381,985
ROMA,Financials,9/1/2024,3.1,400,290,68,-83.0,987
